dataset_accession,matrix_label,platform,analysis_set,classifier_id,classifier_score_name,score_status,calibration_bin,n,mean_predicted_probability,observed_pcr_rate,n_pcr
GSE109710,GSE109710_GPL24546,GPL24546,limited_subtype_panel_or_gene_space,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,4,34,0.272360999526137,0.588235294117647,20
GSE109710,GSE109710_GPL24546,GPL24546,limited_subtype_panel_or_gene_space,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,5,35,0.376413109799821,0.714285714285714,25
GSE109710,GSE109710_GPL24546,GPL24546,limited_subtype_panel_or_gene_space,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,1,35,0.0514144886370723,0.542857142857143,19
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,4,21,0.261476916656243,0.380952380952381,8
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,2,21,0.119879935626899,0.380952380952381,8
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,1,22,0.0557108679136674,0.227272727272727,5
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,3,22,0.172929007740178,0.545454545454545,12
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,5,22,0.408611535172906,0.590909090909091,13
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,4,44,0.254501829016294,0.5,22
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,5,45,0.397191682380092,0.555555555555556,25
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,2,44,0.112948038252531,0.204545454545455,9
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,3,44,0.185236443566118,0.409090909090909,18
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,1,45,0.054532002680996,0.133333333333333,6
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,3,130,0.183055714357948,0.307692307692308,40
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,4,131,0.247239534272756,0.473282442748092,62
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,1,131,0.0592483078387155,0.0916030534351145,12
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,5,131,0.367469612570443,0.526717557251908,69
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,2,131,0.125542651947079,0.236641221374046,31
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,2,67,0.128335186231154,0.238805970149254,16
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,5,67,0.354041069212005,0.462686567164179,31
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,4,67,0.24428557279043,0.402985074626866,27
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,3,66,0.18393217685785,0.378787878787879,25
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,1,67,0.0619032115198548,0.0895522388059701,6
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,5,36,0.38940401066253,0.25,9
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,1,36,0.0609065650817949,0.0555555555555556,2
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,4,35,0.245752454659142,0.114285714285714,4
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,2,35,0.124970693276542,0.0857142857142857,3
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,3,36,0.176174845781285,0.222222222222222,8
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,2,97,0.116177910876968,0.0927835051546392,9
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,1,98,0.0533947813012222,0.0612244897959184,6
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,5,98,0.394656790073369,0.397959183673469,39
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,3,98,0.187736194950221,0.204081632653061,20
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,4,97,0.262098366444434,0.257731958762887,25
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,4,23,0.27616852433318,0.173913043478261,4
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,3,23,0.20113783440037,0.391304347826087,9
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,2,23,0.107847307541364,0.0869565217391304,2
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,5,23,0.435587517884176,0.478260869565217,11
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,1,23,0.0444562948792957,0.0434782608695652,1
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,4,50,0.280044115076339,0.26,13
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,5,51,0.43259720573067,0.431372549019608,22
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,2,50,0.0987164065225951,0.18,9
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,1,51,0.0420895976299735,0.196078431372549,10
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,3,51,0.190797383763124,0.294117647058824,15
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,4,31,0.233651921160675,0.516129032258065,16
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,5,31,0.365568169928936,0.419354838709677,13
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,2,31,0.131155559014324,0.32258064516129,10
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,1,32,0.0661282221855982,0.09375,3
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,3,31,0.177060874064367,0.354838709677419,11
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,2,17,0.110095060383462,0.176470588235294,3
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,3,18,0.200698958649723,0.333333333333333,6
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,5,18,0.427094511535212,0.388888888888889,7
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,4,17,0.283072803071571,0.352941176470588,6
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,ONCOTYPE_DX_21,OncotypeDX approximate weighted expression score,scored_preferred_coverage,1,18,0.0459517675066647,0.277777777777778,5
GSE109710,GSE109710_GPL24546,GPL24546,limited_subtype_panel_or_gene_space,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,5,35,0.296484279835225,0.714285714285714,25
GSE109710,GSE109710_GPL24546,GPL24546,limited_subtype_panel_or_gene_space,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,3,35,0.175228359027682,0.657142857142857,23
GSE109710,GSE109710_GPL24546,GPL24546,limited_subtype_panel_or_gene_space,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,2,34,0.11706238179799,0.588235294117647,20
GSE109710,GSE109710_GPL24546,GPL24546,limited_subtype_panel_or_gene_space,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,1,35,0.0686437075129525,0.4,14
GSE109710,GSE109710_GPL24546,GPL24546,limited_subtype_panel_or_gene_space,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,4,34,0.226474590924729,0.617647058823529,21
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,5,22,0.331083569251978,0.590909090909091,13
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,1,22,0.0631761572289348,0.272727272727273,6
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,4,22,0.237707472390246,0.5,11
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,3,22,0.155915164188699,0.363636363636364,8
GSE130786,GSE130786_GPL6480,GPL6480,subtype_validation_only,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,2,22,0.105126431746385,0.409090909090909,9
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,5,45,0.419942894062571,0.6,27
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,4,44,0.319178433398734,0.409090909090909,18
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,1,45,0.0503447283752201,0.133333333333333,6
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,2,44,0.105701241825632,0.227272727272727,10
GSE163882,GSE163882_GPL18573,GPL18573,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,3,44,0.199360304133883,0.431818181818182,19
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,3,130,0.203191459905938,0.469230769230769,61
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,4,131,0.321740700962895,0.404580152671756,53
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,1,131,0.0578185536787113,0.152671755725191,20
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,2,131,0.110334393123205,0.152671755725191,20
GSE194040,GSE194040_GPL20078,GPL20078,large_stress_test,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,5,131,0.424135157550852,0.458015267175573,60
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,2,67,0.111443302351654,0.223880597014925,15
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,4,67,0.326080932766,0.507462686567164,34
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,3,66,0.20258995678821,0.303030303030303,20
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,1,67,0.0581474670797374,0.104477611940299,7
GSE194040,GSE194040_GPL30493,GPL30493,large_stress_test,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,5,67,0.434759087537357,0.432835820895522,29
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,5,36,0.3831164585702,0.25,9
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,1,36,0.0540111420690705,0.0555555555555556,2
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,2,35,0.0983078112061846,0.0571428571428571,2
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,3,36,0.147184963755852,0.166666666666667,6
GSE20271,GSE20271_GPL96,GPL96,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,4,35,0.249420880619162,0.2,7
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,1,98,0.0461732541070981,0.0408163265306122,4
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,4,97,0.294619556862576,0.309278350515464,30
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,5,98,0.416144274741773,0.418367346938776,41
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,3,98,0.159790578062419,0.163265306122449,16
GSE25066,GSE25066_GPL96,GPL96,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,2,97,0.09747740728957,0.0824742268041237,8
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,3,23,0.146305120176368,0.173913043478261,4
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,5,23,0.41582385075263,0.391304347826087,9
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,1,23,0.0405489569564004,0,0
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,4,23,0.244438390070454,0.434782608695652,10
GSE32646,GSE32646_GPL570,GPL570,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,2,23,0.092444349477383,0.173913043478261,4
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,5,51,0.428920629819665,0.411764705882353,21
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,4,50,0.3256241647882,0.36,18
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,3,51,0.195310819234335,0.254901960784314,13
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,2,50,0.0894460632649986,0.2,10
GSE41998,GSE41998_GPL571,GPL571,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,1,51,0.032905408218037,0.137254901960784,7
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,2,31,0.129292091052805,0.32258064516129,10
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,5,31,0.336750524404675,0.387096774193548,12
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,4,31,0.236694962540253,0.516129032258065,16
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,3,31,0.179543734234227,0.354838709677419,11
GSE50948,GSE50948_GPL570,GPL570,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,1,32,0.0726841631959937,0.125,4
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,2,17,0.105453831659884,0.176470588235294,3
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,3,18,0.165650660030628,0.388888888888889,7
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,5,18,0.346906753492083,0.388888888888889,7
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,1,18,0.0551045414065279,0.222222222222222,4
GSE66305,GSE66305_GPL570,GPL570,core_full_benchmark,PAM50,PAM50 non-luminal affinity score,scored_preferred_coverage,4,17,0.246762265624817,0.352941176470588,6
